,amount_3month,max_amount_3month,min_amount_3month,distinct_payment_code_3month,count_payment_code_3month,distinct_trans_group_3month,distinct_ref_no_3month,id,churn,age,sex_FEMALE,sex_MALE,marital_status_Married,marital_status_Other,marital_status_Single
50482,7.55e-05,0.000226,2.96e-06,2,5,2,31,1140986187,0,34.0,0,1,1,0,0
50484,0.0,0.0,0.0,0,0,1,2,850924376,1,38.0,0,1,0,0,1
50485,2e-05,0.0003,1.77e-06,1,4,2,5,167611483,0,33.0,0,1,0,0,1
50486,7.52e-06,2.38e-05,5.92e-07,1,4,2,13,641849860,1,26.0,0,1,0,0,1
50487,0.0,0.0,0.0,0,0,1,1,1433233456,1,22.0,0,1,0,0,1
50489,1.03e-06,1e-05,4.73e-06,1,2,3,6,1369646731,1,44.0,0,1,0,0,1
50490,5.3e-05,0.000402,1.18e-06,1,8,2,15,1243164095,0,38.0,0,1,1,0,0
50493,0.0,0.0,0.0,0,0,1,1,382195714,1,19.0,0,1,0,0,1
50494,0.0,0.0,0.0,0,0,1,1,1413505691,1,21.0,1,0,0,0,1
50497,7.89e-08,6e-07,5.92e-07,1,3,2,4,1178999419,0,18.0,0,1,0,0,1
50498,1.08e-05,5.98e-05,5.92e-07,2,7,3,16,1145154274,0,29.0,0,1,0,0,1
50500,8.42e-06,4.32e-05,1.18e-06,1,1,3,15,1264127531,1,24.0,1,0,0,0,1
50502,1.31e-07,2e-06,5.92e-06,0,0,1,1,806139921,1,20.0,1,0,0,0,1
50504,5.73e-05,0.00026,5.92e-07,1,1,3,31,329812976,0,24.0,0,1,0,0,1
50505,6.22e-05,0.0003,1.18e-05,0,0,2,13,1952360995,1,30.0,1,0,0,0,1
50506,1.95e-06,1e-05,1.77e-06,1,2,3,5,155242678,1,16.0,0,1,0,0,1
50508,6.24e-05,0.00048,5.92e-06,1,2,3,17,858262621,1,32.0,0,1,1,0,0
50512,3.72e-05,0.00013,2.96e-06,1,3,3,25,1512343354,0,40.0,0,1,1,0,0
50515,2.58e-05,0.0002,2.96e-06,1,2,3,11,895025575,0,42.0,0,1,1,0,0
50516,6.6e-05,0.0002,1.18e-06,1,4,3,25,705364885,0,34.0,0,1,0,0,1
50519,1.27e-05,4e-05,1.77e-06,2,8,3,20,1523931458,0,26.0,0,1,0,0,1
50521,6.09e-06,3e-05,5.92e-06,1,3,2,10,219472999,0,39.0,1,0,1,0,0
50523,2.43e-05,0.00026,1.18e-06,1,4,2,10,1631812603,0,29.0,0,1,1,0,0
50527,0.0,0.0,0.0,0,0,1,1,808571356,1,27.0,0,1,0,0,1
50528,3.92e-05,0.0001,1.48e-06,0,0,1,12,755716224,0,30.0,1,0,1,0,0
50532,3.36e-06,3.72e-05,5.32e-06,0,0,1,5,1191817642,0,32.0,1,0,0,0,1
50533,6.28e-05,0.0002,2.96e-06,1,4,2,19,724807543,0,31.0,0,1,0,0,1
50535,0.0,0.0,0.0,0,0,1,1,1631170018,1,33.0,0,1,0,0,1
50537,2.54e-05,0.0002,1.77e-06,1,3,3,18,1937891599,0,42.0,0,1,1,0,0
50538,6.79e-05,0.0002,4.2e-06,0,0,2,14,1479273035,1,39.0,0,1,0,0,1
50539,3.23e-05,0.00022,2.96e-06,1,3,3,10,679983731,0,35.0,0,1,0,0,1
50541,0.0,0.0,0.0,0,0,1,1,996669549,1,25.0,0,1,0,0,1
50543,0.000178229,0.0005,1.77e-06,1,2,2,59,1158142306,0,30.0,0,1,0,0,1
50548,3.94e-08,6e-07,1.77e-06,0,0,2,2,1723945899,1,18.0,1,0,0,0,1
50552,0.0,0.0,0.0,0,0,1,1,943579575,1,19.0,0,1,0,0,1
50557,4.72e-05,0.00042,5.92e-07,1,9,3,14,1159119233,0,45.0,0,1,1,0,0
50558,1.7e-05,0.00012,2.96e-06,2,2,3,10,891654177,0,50.0,0,1,1,0,0
50565,0.0,0.0,0.0,0,0,1,2,579183106,1,35.0,1,0,1,0,0
50566,8.27e-05,0.0005,2.96e-06,1,1,4,14,1499946080,0,27.0,1,0,0,0,1
50567,0.0,0.0,0.0,0,0,1,2,636286883,1,29.0,0,1,0,0,1
50568,4.21e-06,6e-05,1.18e-05,0,0,1,2,946149430,1,30.0,1,0,0,0,1
50569,0.0,0.0,0.0,0,0,1,1,607060684,1,46.0,1,0,0,0,1
50570,1.89e-06,7e-06,5.92e-06,1,1,3,6,998980636,0,53.0,1,0,1,0,0
50571,0.0,0.0,0.0,0,0,1,1,814472822,1,19.0,0,1,0,0,1
50573,9.06e-05,0.0004,1.77e-06,1,3,3,10,1161632425,0,29.0,0,1,1,0,0
50577,1.62e-06,1.07e-05,5.92e-07,1,8,3,13,1736765164,0,19.0,1,0,0,0,1
50578,4.87e-07,4e-06,1.01e-05,0,0,1,2,1250384734,1,34.0,0,1,1,0,0
50579,0.0,0.0,0.0,0,0,1,2,206046740,1,26.0,1,0,0,0,1
50580,0.000121947,0.0003508,2.37e-06,1,6,3,44,12204571,0,35.0,0,1,0,0,1
50581,0.0,0.0,0.0,0,0,1,1,1207204348,1,19.0,0,1,0,0,1
50584,8.77e-05,0.00036,9.47e-07,1,1,3,51,1704143126,0,31.0,1,0,1,0,0
50588,2.31e-05,4.1e-05,1.77e-06,1,6,3,23,269827149,0,28.0,1,0,1,0,0
50589,0.0,0.0,0.0,0,0,1,1,1279932524,1,33.0,0,1,0,0,1
50591,3.52e-05,0.00016,5.92e-06,1,1,4,23,881953479,0,33.0,1,0,0,0,1
50593,1.58e-08,2.4e-07,7.1e-07,0,0,2,3,682191141,1,26.0,1,0,0,0,1
50594,7.26e-06,6e-05,5.92e-07,0,0,3,6,140125308,0,29.0,0,1,0,0,1
50601,4.33e-05,0.000254,2.96e-06,1,4,3,18,852567341,0,25.0,0,1,0,0,1
50604,2.72e-05,0.0001,5.92e-06,0,0,2,19,134513202,0,25.0,0,1,0,0,1
50605,8.51e-05,0.0002,5.92e-07,1,10,3,31,1766499859,0,30.0,1,0,0,0,1
50606,1.54e-05,8e-05,1.18e-05,0,0,2,14,693327070,0,28.0,0,1,1,0,0
50607,5.55e-05,0.0002,2.55e-06,2,2,5,34,1032336873,0,28.0,0,1,0,0,1
50608,0.0,0.0,0.0,0,0,1,1,447967835,1,24.0,0,1,0,0,1
50609,1.41e-06,2.04e-05,1.05e-06,0,0,2,5,1568804646,0,31.0,0,1,1,0,0
50610,1.73e-05,0.000238,5.92e-07,2,9,2,14,1353967485,0,26.0,0,1,1,0,0
50613,6.52e-05,0.00012,5.92e-07,1,4,3,48,1917456586,0,20.0,1,0,0,0,1
50614,5.23e-06,2e-05,1.77e-06,1,3,3,10,1510157475,0,27.0,0,1,1,0,0
50615,5.33e-05,0.0004,2.96e-06,1,4,3,22,586235565,0,34.0,0,1,0,0,1
50616,6.57e-08,1e-06,2.96e-06,0,0,1,1,294372772,1,39.0,0,1,1,0,0
50617,4.85e-05,9.2e-05,1.18e-06,1,3,3,34,233158808,0,33.0,0,1,1,0,0
50619,0.0,0.0,0.0,0,0,1,1,917619381,1,22.0,0,1,0,0,1
50620,0.000100311,0.0006,2.96e-06,2,4,2,39,1114742206,0,37.0,1,0,1,0,0
50621,3.18e-05,0.00013,1.77e-06,1,5,3,17,917993335,0,28.0,0,1,0,0,1
50623,3.55e-06,2.63e-05,4.14e-06,1,1,3,8,459260074,0,22.0,0,1,0,0,1
50625,5.06e-07,3e-06,5.92e-07,1,3,3,7,1757751342,0,27.0,1,0,1,0,0
50626,0.0,0.0,0.0,0,0,1,1,1888677153,1,21.0,0,1,0,0,1
50627,0.0,0.0,0.0,0,0,1,1,1151178446,1,22.0,1,0,0,0,1
50630,0.0,0.0,0.0,0,0,1,8,1459401064,1,27.0,0,1,0,0,1
50632,0.0,0.0,0.0,0,0,1,2,1975043112,1,37.0,0,1,0,0,1
50634,1.16e-06,1e-05,1.77e-06,1,4,2,5,1296364198,0,27.0,1,0,1,0,0
50639,7.16e-05,0.0001,2.96e-06,1,3,4,61,1227995631,0,39.0,0,1,0,0,1
50641,1.04e-05,2.94e-05,8.38e-06,2,6,2,13,1030293959,0,47.0,1,0,1,0,0
50645,0.0,0.0,0.0,0,0,1,5,1887801463,1,29.0,0,1,0,0,1
50647,1.31e-07,1e-06,2.96e-06,1,2,1,2,215085884,0,40.0,0,1,1,0,0
50651,2.63e-08,4e-07,1.18e-06,1,1,1,1,1775584481,0,23.0,1,0,0,0,1
50652,1.38e-05,7e-05,5.92e-06,2,3,3,10,445875615,0,37.0,0,1,1,0,0
50654,4.22e-06,6e-05,1.18e-06,1,5,3,8,1685238111,1,25.0,0,1,1,0,0
50655,0.0,0.0,0.0,0,0,1,2,1246688693,1,30.0,1,0,0,0,1
50656,5.5e-06,2e-05,2.37e-06,0,0,2,26,1973376727,1,23.0,0,1,0,0,1
50659,2.63e-08,4e-07,1.18e-06,1,1,2,3,1659476929,1,19.0,0,1,0,0,1
50664,3.87e-05,0.0002,5.92e-07,2,4,3,21,1982310744,0,38.0,1,0,1,0,0
50665,8.41e-05,0.0002,9.52e-06,0,0,3,38,1285377684,0,30.0,1,0,0,0,1
50667,0.0,0.0,0.0,0,0,1,2,777811969,1,23.0,0,1,0,0,1
50668,0.000145558,0.0003175,1.18e-05,0,0,2,21,847822,0,26.0,1,0,0,0,1
50675,0.0,0.0,0.0,0,0,1,1,1350491752,1,19.0,1,0,0,0,1
50677,3.25e-05,0.0002,5.92e-07,1,7,2,14,626571062,0,39.0,0,1,1,0,0
50679,1.15e-05,6e-05,2.96e-06,1,3,3,12,971367509,0,25.0,0,1,0,0,1
50680,1.23e-05,3e-05,8.87e-06,0,0,1,10,143624890,1,49.0,1,0,1,0,0
50681,0.0,0.0,0.0,0,0,1,1,362968004,1,29.0,1,0,0,0,1
50682,1.18e-07,1e-06,5.92e-07,1,4,2,5,638568886,0,46.0,0,1,1,0,0
50683,0.0,0.0,0.0,0,0,1,1,1732312764,1,26.0,0,1,0,0,1
50684,3.11e-05,0.0001,1.18e-06,1,5,3,18,574921270,0,35.0,0,1,0,0,1
50687,0.0,0.0,0.0,0,0,1,1,794935400,1,18.0,0,1,0,0,1
50688,7.74e-05,0.0005,5.92e-07,1,9,3,33,1909969865,0,38.0,0,1,0,0,1
50692,6.85e-05,0.0006,5.92e-07,2,11,3,26,1598531751,0,35.0,0,1,0,0,1
50695,3.01e-05,0.00016,5.92e-06,1,1,2,6,29892451,0,22.0,1,0,0,0,1
50696,2.84e-06,1.6e-05,5.92e-06,2,2,2,5,981726853,0,24.0,0,1,0,0,1
50699,1.78e-06,1e-05,5.44e-06,0,0,1,4,164557983,0,29.0,1,0,1,0,0
50701,9.45e-05,0.0004,1.12e-05,0,0,3,8,1213687274,0,43.0,1,0,1,0,0
50702,3.75e-06,2.9e-05,5.92e-06,0,0,2,5,634325001,0,26.0,0,1,1,0,0
50703,0.0,0.0,0.0,0,0,1,1,1282557434,1,28.0,0,1,0,0,1
50708,2.37e-06,2e-05,5.92e-07,1,11,2,13,1256020856,0,23.0,0,1,1,0,0
50710,0.0,0.0,0.0,0,0,1,10,1127476898,1,51.0,1,0,1,0,0
50711,6.55e-05,0.000392,5.92e-07,2,8,2,31,559959063,1,28.0,0,1,0,0,1
50712,6.42e-06,2.4e-05,5.92e-07,1,7,3,19,1271748308,0,16.0,0,1,0,0,1
50713,0.0,0.0,0.0,0,0,1,1,1617405413,1,27.0,0,1,0,0,1
50714,0.0,0.0,0.0,0,0,1,1,784138615,1,25.0,1,0,0,0,1
50717,0.0,0.0,0.0,0,0,1,1,565947311,1,25.0,0,1,0,0,1
50718,2.18e-05,0.00026,1.18e-05,2,6,3,9,1734293037,0,51.0,0,1,1,0,0
50720,0.0,0.0,0.0,0,0,1,1,1672282799,1,33.0,0,1,0,0,1
50721,3.13e-05,0.0001118,5.92e-06,1,6,3,21,1143257126,0,39.0,0,1,1,0,0
50722,6.24e-05,0.00012,2.96e-06,2,7,3,49,4453574,0,31.0,1,0,1,0,0
50726,8.61e-07,3.3e-06,5.92e-07,1,4,3,13,1832866251,1,24.0,1,0,0,0,1
50727,9.33e-06,4.26e-05,5.92e-07,2,9,2,14,1470980748,0,47.0,0,1,1,0,0
50728,6.57e-07,6e-06,1.18e-06,1,4,3,6,439984282,1,19.0,1,0,0,0,1
50729,0.0,0.0,0.0,0,0,1,11,1515625134,1,35.0,0,1,0,0,1
50730,0.00014621,0.0004,2.96e-06,1,1,2,37,852916720,0,48.0,1,0,1,0,0
50731,1.62e-05,6e-05,2.96e-06,1,1,3,11,1983691306,0,28.0,0,1,0,0,1
50733,2.64e-06,2e-05,1.77e-06,1,6,2,10,689066061,0,35.0,1,0,1,0,0
50736,4.63e-05,0.000176,5.92e-07,2,6,3,32,1874461734,0,22.0,0,1,1,0,0
50739,3.11e-05,0.00013,5.92e-07,1,2,4,16,1112335738,0,30.0,0,1,0,0,1
50740,0.0,0.0,0.0,0,0,1,4,602951717,1,41.0,1,0,1,0,0
50741,3.56e-05,0.00012,5.92e-06,1,8,2,23,1586458913,0,40.0,0,1,0,0,1
50744,1.81e-06,4.78e-06,1.77e-06,1,3,2,11,1931211828,0,17.0,1,0,0,0,1
50745,3.94e-08,6e-07,1.77e-06,1,1,2,3,1349044529,1,35.0,0,1,0,0,1
50746,8.55e-07,1.2e-05,2.96e-06,0,0,1,2,1029240609,0,28.0,0,1,1,0,0
50747,0.000333214,0.00041,6.03e-07,1,2,3,51,462227099,0,28.0,0,1,0,0,1
50748,0.0,0.0,0.0,0,0,1,1,1292319168,1,20.0,0,1,0,0,1
50750,9.67e-06,7.8e-05,5.92e-06,0,0,1,6,651817157,1,25.0,0,1,0,0,1
50751,0.0,0.0,0.0,0,0,1,1,1811131684,1,22.0,0,1,0,0,1
50753,0.0,0.0,0.0,0,0,1,1,283647401,1,28.0,0,1,0,0,1
50754,1.93e-05,5.4e-05,2.96e-06,1,4,3,18,1966152501,0,31.0,0,1,0,0,1
50756,8.08e-05,0.0002,1.77e-06,1,7,3,44,998332328,0,26.0,1,0,1,0,0
50758,1.84e-05,0.0001,5.92e-07,1,7,3,25,469247723,0,24.0,1,0,0,0,1
50764,0.0,0.0,0.0,0,0,1,2,1040728620,1,29.0,0,1,0,0,1
50766,3.94e-05,0.000225,5.92e-06,0,0,2,19,1657833485,0,20.0,1,0,0,0,1
50767,0.0,0.0,0.0,0,0,1,2,649782168,1,20.0,0,1,0,0,1
50769,5.36e-05,0.00024,5.92e-07,1,4,2,13,1240118308,0,44.0,0,1,0,0,1
50771,0.0,0.0,0.0,0,0,1,1,115407666,1,19.0,1,0,0,0,1
50772,0.0,0.0,0.0,0,0,1,1,1385075409,1,34.0,0,1,1,0,0
50773,3.55e-07,1e-06,5.92e-07,1,10,3,12,1931875978,0,36.0,1,0,0,0,1
50778,6.36e-05,0.00028,5.92e-07,0,0,2,19,735508449,0,25.0,0,1,1,0,0
50782,0.0,0.0,0.0,0,0,1,1,918212798,1,32.0,0,1,0,0,1
50783,0.0,0.0,0.0,0,0,1,1,1719916264,1,36.0,0,1,0,0,1
50784,1.42e-05,6e-05,7.1e-06,0,0,2,12,1327309545,0,34.0,0,1,0,0,1
50785,0.0,0.0,0.0,0,0,1,1,1257623195,1,17.0,0,1,0,0,1
50786,1.3e-05,0.0001636,2.96e-06,1,1,2,3,677485090,1,24.0,1,0,0,0,1
50789,6.22e-05,0.00018,1.77e-06,1,4,3,54,1146045402,0,36.0,1,0,1,0,0
50792,0.000134248,0.0004,2.96e-06,1,1,6,55,1242055513,1,30.0,1,0,0,0,1
50793,4.42e-05,0.000112,5.92e-07,0,0,2,47,1494859767,0,23.0,1,0,0,0,1
50796,5.73e-05,0.0002,2.96e-06,1,3,3,21,270457420,0,49.0,0,1,1,0,0
50800,0.0,0.0,0.0,0,0,1,1,142185941,1,23.0,1,0,0,0,1
50801,6.22e-05,0.0002,5.92e-07,1,12,3,31,366702171,0,34.0,0,1,0,0,1
50802,8.61e-06,9.98e-05,5.92e-06,0,0,1,4,662902214,1,33.0,1,0,1,0,0
50803,2.38e-05,4e-05,5.92e-07,0,0,2,52,1246094536,0,27.0,0,1,0,0,1
50804,2.81e-05,0.000154757,8.28e-06,0,0,2,10,703025314,0,40.0,1,0,1,0,0
50805,3.54e-05,0.000144,1.77e-06,1,10,3,35,105513702,0,23.0,0,1,0,0,1
50806,0.0,0.0,0.0,0,0,1,1,918480669,1,25.0,0,1,0,0,1
50807,0.0,0.0,0.0,0,0,1,1,564532518,1,29.0,0,1,0,0,1
50808,0.0,0.0,0.0,0,0,1,1,1062239950,1,24.0,1,0,0,0,1
50810,0.000482787,0.0006,1.77e-06,1,1,3,56,888400908,0,39.0,1,0,0,0,1
50815,0.0,0.0,0.0,0,0,1,1,1835781200,1,28.0,0,1,0,0,1
50816,0.0,0.0,0.0,0,0,1,1,1624224384,1,34.0,0,1,1,0,0
50819,1.52e-05,7.08e-05,5.92e-06,1,1,3,7,1673060182,1,30.0,0,1,0,0,1
50820,4.56e-05,0.00018,2.96e-06,2,8,3,43,1836368438,0,52.0,0,1,1,0,0
50822,1.31e-07,2e-06,5.92e-06,0,0,1,1,1578650968,0,54.0,0,1,1,0,0
50824,8.55e-07,1e-05,5.92e-07,0,0,1,6,241417637,1,20.0,1,0,0,0,1
50828,0.0,0.0,0.0,0,0,1,3,1791990272,1,27.0,0,1,0,0,1
50832,0.0,0.0,0.0,0,0,1,1,976625031,1,23.0,1,0,0,0,1
50833,3.94e-06,3e-05,5.92e-07,2,10,2,12,1644369553,0,38.0,0,1,1,0,0
50836,0.0,0.0,0.0,0,0,1,1,598684425,1,20.0,0,1,0,0,1
50838,2.06e-05,0.0002,1.18e-05,1,1,3,4,1276581797,0,40.0,0,1,1,0,0
50840,2.89e-07,2e-06,1.18e-06,1,3,1,3,236146873,0,21.0,0,1,0,0,1
50841,3.76e-05,0.00022,2.96e-06,1,1,3,9,592424289,0,33.0,0,1,1,0,0
50842,0.0,0.0,0.0,0,0,1,1,205408728,1,23.0,0,1,0,0,1
50845,7.02e-05,0.000236,7.87e-06,0,0,1,23,514809284,0,27.0,0,1,0,0,1
50848,2.82e-05,0.0003,2.96e-06,1,7,2,13,1904667410,0,36.0,0,1,1,0,0
50850,1.45e-06,2e-05,5.92e-06,0,0,2,3,885141921,1,28.0,0,1,1,0,0
50859,1.31e-07,2e-06,5.92e-06,0,0,1,1,715168680,1,20.0,1,0,0,0,1
50861,0.0,0.0,0.0,0,0,1,1,1112773921,1,54.0,0,1,1,0,0
50862,5.99e-05,0.0002,1.77e-06,1,2,3,46,718773301,0,27.0,0,1,0,0,1
50868,3.28e-05,0.0002,5.92e-06,1,1,3,12,694978502,0,33.0,0,1,1,0,0
50872,3.52e-05,0.0001,5.92e-07,1,12,3,41,912749529,0,24.0,1,0,1,0,0
50873,0.0,0.0,0.0,0,0,1,1,1365967674,1,30.0,0,1,0,0,1
50875,1.66e-05,5e-05,5.92e-07,1,4,4,19,1286830607,0,23.0,1,0,0,0,1
50876,0.0,0.0,0.0,0,0,1,2,1965259702,1,26.0,0,1,0,0,1
50877,7.89e-08,1e-06,5.92e-07,1,2,1,2,1079598355,0,26.0,0,1,0,0,1
50878,2.23e-05,0.00016,5.92e-07,1,6,2,9,214009519,0,40.0,0,1,1,0,0
50880,3.12e-06,2.8e-05,4.14e-06,0,0,1,3,363456099,0,26.0,0,1,1,0,0
50883,9.89e-05,0.000544752,7.92e-06,0,0,2,7,1431738700,0,49.0,1,0,0,0,1
50885,0.000192777,0.0006,1.77e-06,2,8,3,26,833712594,0,44.0,0,1,0,0,1
50887,0.000127549,0.00062,1.18e-05,0,0,2,21,167540000,0,28.0,0,1,1,0,0
50891,0.0,0.0,0.0,0,0,1,1,97666099,1,27.0,1,0,0,0,1
50892,0.0,0.0,0.0,0,0,1,1,1940498133,1,24.0,0,1,0,0,1
50896,4.35e-06,6e-05,5.92e-07,1,8,3,10,973731652,0,32.0,1,0,0,0,1
50897,2.68e-05,8e-05,2.96e-06,1,5,4,23,1379203372,0,25.0,0,1,0,0,1
50899,2.35e-05,8e-05,5.92e-06,2,2,3,15,134216606,0,28.0,0,1,1,0,0
50900,9.65e-05,0.0004,5.92e-07,1,1,4,52,1900639274,0,28.0,1,0,0,0,1
50901,1.59e-05,0.0002,1.18e-06,1,2,2,5,778718718,0,29.0,0,1,1,0,0
50904,7.09e-05,0.00011542,5.92e-07,1,4,2,45,629641279,0,25.0,1,0,0,0,1
50905,0.0,0.0,0.0,0,0,1,1,1252196799,1,20.0,1,0,0,0,1
50909,1.98e-05,0.0002,2.96e-06,1,4,2,8,1522851169,0,46.0,0,1,1,0,0
50910,0.000126807,0.0006,1.77e-06,1,11,2,27,1629822266,0,33.0,0,1,0,0,1
50911,1.58e-05,0.00011,5.92e-06,1,1,3,6,823457585,0,53.0,0,1,1,0,0
50913,8.1e-05,0.0005,1.18e-06,1,2,3,17,432219815,0,29.0,0,1,1,0,0
50914,1.15e-05,0.0001,1.77e-06,0,0,1,8,688556076,1,36.0,1,0,0,0,1
50915,1.69e-05,3.6e-05,5.92e-07,1,6,3,40,1553463320,0,19.0,1,0,0,0,1
50916,1.57e-05,4.05e-05,1.18e-06,1,2,2,11,1044421779,0,32.0,0,1,0,0,1
50917,0.0,0.0,0.0,0,0,1,1,407542250,1,26.0,0,1,0,0,1
50920,5.02e-06,6e-05,1.18e-06,1,1,2,5,1621071157,0,40.0,0,1,1,0,0
50922,1.76e-05,8e-05,5.92e-06,1,1,4,19,1540665123,0,26.0,0,1,0,0,1
50923,5.67e-05,0.0004,8.87e-06,0,0,1,7,1692549969,0,27.0,1,0,0,0,1
50925,0.0,0.0,0.0,0,0,1,1,1154381581,1,37.0,1,0,0,0,1
50926,4.54e-05,0.0001,5.92e-07,1,5,4,45,112028621,0,25.0,0,1,0,0,1
50927,0.0,0.0,0.0,0,0,1,2,478838829,1,28.0,0,1,0,0,1
50928,0.0,0.0,0.0,0,0,1,1,597319445,1,24.0,0,1,0,0,1
50930,2.14e-05,4e-05,1.18e-06,1,1,4,30,490175569,0,29.0,0,1,1,0,0
50931,0.0,0.0,0.0,0,0,1,2,1218690179,1,44.0,0,1,0,0,1
50934,4.26e-05,0.000114,5.92e-06,1,1,3,30,319284400,0,25.0,0,1,0,0,1
50939,4.34e-07,5e-06,5.92e-07,2,3,3,5,1963020705,1,23.0,0,1,0,0,1
50940,5.59e-05,8e-05,5.92e-06,0,0,2,37,1184661915,0,32.0,0,1,0,0,1
50942,0.0,0.0,0.0,0,0,1,1,1911506985,1,23.0,0,1,0,0,1
50945,1.95e-05,0.0001,1.18e-06,1,2,2,11,1923505312,0,31.0,0,1,0,0,1
50949,3.06e-05,0.00018,5.92e-07,1,3,4,15,653352662,0,22.0,1,0,0,0,1
50952,5.7e-05,0.0005,2.96e-06,0,0,4,29,200559943,0,24.0,1,0,1,0,0
50955,0.0,0.0,0.0,0,0,1,1,1624319106,1,33.0,1,0,0,0,1
50956,0.00019812,0.00034,2.01e-06,1,6,3,55,336335528,0,27.0,1,0,1,0,0
50957,2.53e-05,0.000132,5.92e-07,1,3,2,8,822716743,0,41.0,0,1,1,0,0
50959,9.76e-05,0.00022,1.18e-06,1,5,3,24,1185300073,0,39.0,0,1,1,0,0
50961,9.93e-05,0.000656,2.37e-06,1,1,4,52,1579368327,0,35.0,1,0,1,0,0
50964,0.0,0.0,0.0,0,0,1,1,329372908,1,23.0,0,1,0,0,1
50965,0.0,0.0,0.0,0,0,1,2,1657606152,1,17.0,0,1,0,0,1
50966,6.16e-05,0.00029,2.96e-06,1,2,3,20,1384738368,0,24.0,1,0,0,0,1
50968,3.1e-05,0.0004,1.18e-06,1,6,2,11,1375966594,0,25.0,1,0,1,0,0
50969,1.08e-05,0.00016,2.96e-06,1,1,2,4,1286332418,1,26.0,0,1,0,0,1
50973,5.55e-06,2.92e-05,1.18e-05,0,0,1,4,1783180114,1,31.0,1,0,1,0,0
50974,0.0,0.0,0.0,0,0,1,1,1658583100,1,19.0,0,1,0,0,1
50979,0.000153868,0.0007,1.06e-05,0,0,1,26,666645801,0,53.0,1,0,1,0,0
50981,6.92e-06,7.8e-05,5.32e-06,2,5,4,10,1910218472,0,37.0,0,1,1,0,0
50983,3.82e-05,0.00026,1.18e-05,0,0,2,6,1174724309,0,37.0,0,1,1,0,0
50986,5.56e-05,0.00016,1.18e-06,1,9,4,33,993965795,1,29.0,0,1,1,0,0
50987,0.0,0.0,0.0,0,0,1,1,109813163,1,19.0,0,1,0,0,1
50988,0.0,0.0,0.0,0,0,1,1,715469069,1,27.0,1,0,0,0,1
50990,7.61e-05,0.00022,1.77e-06,2,8,3,26,1744068982,0,35.0,1,0,1,0,0
50993,3.76e-05,0.00013,2.96e-06,1,4,2,17,390913025,0,33.0,0,1,1,0,0
50995,1.03e-05,4e-05,1.18e-06,1,2,4,10,575540788,1,20.0,0,1,0,0,1
50997,0.0,0.0,0.0,0,0,1,1,1018624563,1,20.0,0,1,0,0,1
51002,1.8e-06,1.2e-05,1.18e-06,1,5,3,8,1421000890,0,39.0,0,1,1,0,0
51003,0.0,0.0,0.0,0,0,1,1,658130970,1,19.0,1,0,0,0,1
51005,2.86e-05,0.00011,5.92e-07,1,2,3,46,1443138481,0,23.0,0,1,0,0,1
51009,1.76e-05,0.0002,2.96e-06,1,8,2,12,603087338,0,39.0,0,1,1,0,0
51011,0.000102347,0.000588,1.18e-06,1,3,3,15,1595321169,0,45.0,0,1,1,0,0
51012,0.000153915,0.00024,1.33e-05,0,0,4,31,1934988493,0,27.0,1,0,0,0,1
51013,5.38e-05,0.00036,5.92e-07,1,5,3,13,513692766,1,23.0,0,1,0,0,1
51014,8.71e-06,4e-05,1.18e-06,1,11,2,19,16610908,0,35.0,0,1,1,0,0
51015,5.97e-05,0.0002,1.18e-06,1,5,3,23,1102928469,0,23.0,0,1,0,0,1
51016,0.0,0.0,0.0,0,0,1,1,1674488129,1,20.0,1,0,0,0,1
51018,2.44e-05,0.000162,2.96e-06,0,0,1,9,566892097,0,23.0,0,1,0,0,1
51020,0.000117782,0.0004,5.92e-07,1,7,3,23,1439843530,0,33.0,0,1,0,0,1
51021,0.00016379,0.0006,2.96e-06,2,6,3,32,1272125275,0,27.0,1,0,1,0,0
51022,0.0,0.0,0.0,0,0,1,1,1121398378,1,28.0,0,1,0,0,1
51023,5.26e-07,2e-06,2.96e-06,1,6,1,6,1416690746,1,32.0,1,0,1,0,0
51026,0.000125719,0.00026488,2.96e-06,1,1,3,31,239167194,0,35.0,0,1,0,0,1
51027,9.75e-05,0.000512,2.96e-06,1,1,2,18,1344116744,0,21.0,1,0,0,0,1
51033,9.62e-05,0.0002,1.18e-06,0,0,3,26,1658425472,0,25.0,0,1,1,0,0
51035,3.47e-06,1.6e-05,1.12e-05,0,0,1,5,821886828,0,31.0,1,0,0,0,1
51037,7.8e-05,0.00022,5.92e-07,1,1,3,21,950609171,0,43.0,0,1,1,0,0
51040,1.56e-05,5e-05,5.32e-06,1,1,2,13,958015387,0,31.0,1,0,1,0,0
51042,2.24e-05,7.49e-05,5.92e-07,2,6,3,15,697290889,0,37.0,1,0,1,0,0
51044,2.72e-06,3.9e-05,1.18e-06,1,3,3,5,855950789,0,35.0,0,1,0,0,1
51046,0.0,0.0,0.0,0,0,1,1,483940162,1,18.0,1,0,0,0,1
51047,1.23e-05,0.00018,2.96e-06,1,2,2,4,112194034,1,35.0,0,1,1,0,0
51048,6.57e-08,1e-06,2.96e-06,0,0,1,1,829967272,0,19.0,0,1,0,0,1
51049,7.89e-08,1e-06,5.92e-07,1,1,3,4,1951110112,1,19.0,0,1,0,0,1
51051,3.17e-05,0.00012,4.44e-06,1,3,2,20,1200203276,0,36.0,0,1,1,0,0
